well_id,source,n_grid,washout_flagged,no_bitsize,washout_interval_m,min_interval_pass,n_curves_meeting,drop_reason,dedup_hash,present,missing_GR,missing_RHOB,missing_NPHI,missing_DTC,missing_PEF,missing_SP,missing_CALI,missing_RDEP,missing_RMED,missing_RSHA,missing_DTS,hampel_GR,hampel_RHOB,hampel_NPHI,hampel_PEF,hampel_CALI,hampel_RSHA,suspect_m_RHOB,suspect_m_NPHI,suspect_m_PEF,hampel_DTC,hampel_DTS,hampel_RDEP,hampel_SP,hampel_RMED
BUR-01,nlog,24606,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),91e7cd044d5496b6,"GR,DTC",0.0026,1.0,1.0,0.0412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0374,,,,,,0.0,0.0,0.0,0.03658,,,,
BWD-01,nlog,14915,False,True,0.0,True,3,,05449cb62c284154,"SP,RDEP,RSHA",1.0,1.0,1.0,1.0,1.0,0.7036,1.0,0.7036,1.0,0.6867,1.0,,,,,,0.03681,0.0,0.0,0.0,,,0.03755,0.03755,
CAL-GT-01,nlog,5295,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),ab9f5e8d78f9f8e2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
CAL-GT-01-S1,nlog,628,True,False,0.0,False,0,only 0 curves >= 100 m (need 3),bb1b2c02bca45a6d,"DTC,SP,CALI,DTS",1.0,1.0,1.0,0.0,1.0,0.0,0.9841,1.0,1.0,1.0,0.0111,,,,,0.0,,0.0,0.0,0.0,0.03981,0.11755,,0.08439,
CAL-GT-02,nlog,559,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),37a5020596c01c30,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
CAL-GT-03,nlog,19534,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),4f0a033ac27dd5fa,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
CAL-GT-04,nlog,18378,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),9637d0e928159c4a,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
CAL-GT-05,nlog,10224,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),7fcfcb019d440f11,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
CAP-01,nlog,16279,True,False,66.29,True,5,,e4da904c1f06e289,"GR,RHOB,NPHI,PEF,CALI",0.6953,0.6953,0.6953,1.0,0.6983,1.0,0.6953,1.0,1.0,1.0,1.0,0.04676,0.04072,0.03064,0.02403,0.02661,,66.3,66.3,66.3,,,,,
CLD-01,nlog,14852,True,False,157.28,True,5,,16b58df2330f6ca6,"GR,RHOB,NPHI,PEF,CALI",0.6961,0.6966,0.6961,1.0,0.7098,1.0,0.6961,1.0,1.0,1.0,1.0,0.02592,0.03151,0.01949,0.01903,0.03035,,157.3,157.3,157.3,,,,,
CLDV-01,nlog,21630,True,False,162.76,True,5,,a079c13f6fff6971,"GR,RHOB,DTC,PEF,CALI",0.6952,0.6957,1.0,0.6964,0.6965,1.0,0.6952,1.0,1.0,1.0,1.0,0.02063,0.02264,,0.01676,0.01426,,161.1,0.0,158.6,0.03351,,,,
CLDV-01-S1,nlog,14922,True,False,11.28,True,5,,32d11932acc8c96c,"GR,RHOB,NPHI,PEF,CALI",0.6951,0.6951,0.6952,1.0,0.701,1.0,0.6965,1.0,1.0,1.0,1.0,0.03341,0.02418,0.0365,0.02331,0.0053,,11.3,11.3,11.3,,,,,
COC-01,nlog,17104,False,True,0.0,True,4,,67102e30d3be3abb,"GR,DTC,SP,RDEP",0.0026,1.0,1.0,0.0143,1.0,0.0146,1.0,0.0146,1.0,1.0,1.0,0.03242,,,,,,0.0,0.0,0.0,0.03636,,0.02409,0.03085,
COV-01,nlog,6626,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),7dcfae5e38a786b5,SP,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.02234,
COV-02,nlog,8050,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),d2999c3392faa49b,SP,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.0195,
ZWD-KNZ-03,nlog,8366,True,False,44.35,True,3,,d25b476d4d5cb080,"GR,RHOB,CALI",0.0,0.0,1.0,1.0,1.0,1.0,0.0078,1.0,1.0,1.0,1.0,0.03562,0.03646,,,0.11746,,44.3,0.0,0.0,,,,,
ZWD-KNZ-04,nlog,10072,False,True,0.0,True,3,,ad01ff6a67f6ec5b,"GR,RHOB,CALI",0.1186,0.0,1.0,1.0,1.0,1.0,0.1694,1.0,1.0,1.0,1.0,0.08652,0.03743,,,0.05307,,0.0,0.0,0.0,,,,,
ZWD-KNZ-05,nlog,8366,True,False,601.22,True,3,,fdb4eb54fcad39f8,"GR,RHOB,CALI",0.0085,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.04244,0.0318,,,0.0869,,601.2,0.0,0.0,,,,,
ZWD-KNZ-06,nlog,1640,True,False,0.0,False,2,only 2 curves >= 100 m (need 3),b418048f0cd92c75,"RHOB,CALI",1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,0.04451,,,0.0872,,0.0,0.0,0.0,,,,,
ZWD-KNZ-07,nlog,10368,True,False,127.56,True,3,,bbd4dafbd59bbbd0,"GR,RHOB,CALI",0.0032,0.1899,1.0,1.0,1.0,1.0,0.1931,1.0,1.0,1.0,1.0,0.04383,0.02786,,,0.07853,,127.6,0.0,0.0,,,,,
ZWD-KNZ-08,nlog,11812,True,False,992.58,True,4,,ead799d34ee19d38,"GR,RHOB,PEF,CALI",0.0091,0.2222,1.0,1.0,0.2222,1.0,0.1778,1.0,1.0,1.0,1.0,0.05809,0.04278,,0.01611,0.02543,,868.4,0.0,868.4,,,,,
ZWD-KNZ-09,nlog,5511,True,False,5.49,True,3,,bd7bf1a29e272c13,"GR,RHOB,CALI",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.06024,0.07911,,,0.01633,,5.5,0.0,0.0,,,,,
ZWE-01,nlog,9532,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),daed99d4e60db381,SP,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.01836,
ZWE-02,nlog,6390,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),fbae198d482ba915,"GR,SP,CALI",0.8934,1.0,1.0,1.0,1.0,0.0656,0.9876,1.0,1.0,1.0,1.0,0.00587,,,,0.05063,,0.0,0.0,0.0,,,,0.01976,
ZWE-03,nlog,6464,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),395477669c154ef5,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02429,,,,,,0.0,0.0,0.0,,,,,
ZWK-01,nlog,10977,False,False,0.0,True,3,,7b1de0a7933e2288,"RHOB,NPHI,PEF",1.0,0.0219,0.0005,1.0,0.0402,1.0,1.0,1.0,1.0,1.0,1.0,,0.03912,0.034,0.03369,,,0.0,0.0,0.0,,,,,
ZWO-01,nlog,6896,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),1909731b2c03ab52,"GR,CALI",0.3744,1.0,1.0,1.0,1.0,1.0,0.3801,1.0,1.0,1.0,1.0,0.04172,,,,0.02643,,0.0,0.0,0.0,,,,,
A05-01,nlog,8584,True,False,220.83,True,9,,3002371e1733add9,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP,RSHA",0.002,0.0,0.0,0.0013,0.0657,0.0,0.0153,0.0,1.0,0.0,1.0,0.02977,0.03145,0.04136,0.01933,0.03088,0.04042,220.8,220.8,192.3,0.04363,,0.04986,0.0134,
A08-01,nlog,21601,False,True,0.0,True,4,,6663c75f7010bd60,"GR,RHOB,NPHI,DTC",0.0001,0.1317,0.1362,0.1347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04051,0.04985,0.02808,,,,0.0,0.0,0.0,0.03435,,,,
A11-01,nlog,32809,False,True,0.0,True,3,,6239cc434d9d2865,"GR,RHOB,DTC,CALI,RDEP",0.7658,0.985,1.0,0.9029,1.0,1.0,0.9679,0.985,1.0,1.0,1.0,0.03709,0.04481,,,0.03897,,0.0,0.0,0.0,0.03012,,0.06301,,
A12-01,nlog,21608,False,True,0.0,True,6,,d005226f75d5f56e,"GR,RHOB,NPHI,DTC,SP,CALI,RDEP",0.004,0.929,0.9998,0.038,1.0,0.197,0.3978,0.1989,1.0,1.0,1.0,0.03048,0.03583,0.0,,0.04027,,0.0,0.0,0.0,0.0342,,0.05188,0.01741,
A12-02,nlog,16269,False,True,0.0,True,4,,6471c71f76039609,"GR,RHOB,NPHI,DTC",0.0121,0.381,0.3835,0.1325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01966,0.05641,0.02183,,,,0.0,0.0,0.0,0.05364,,,,
A12-03,nlog,6168,False,True,0.0,True,5,,6a5afdaf5d32d686,"GR,RHOB,NPHI,DTC,CALI",0.3437,0.3361,0.3437,0.3363,1.0,1.0,0.3437,1.0,1.0,1.0,1.0,0.0294,0.03883,0.02001,,0.0163,,0.0,0.0,0.0,0.02711,,,,
A12-A-01,nlog,3878,False,True,0.0,True,3,,ef188cc510e9a108,"RHOB,NPHI,PEF",1.0,0.2589,0.2674,1.0,0.3381,1.0,1.0,1.0,1.0,1.0,1.0,,0.04175,0.02605,0.02883,,,0.0,0.0,0.0,,,,,
A12-A-02,nlog,5511,False,True,0.0,True,3,,7a8ec67b2d01d59b,"RHOB,NPHI,PEF",1.0,0.3036,0.3092,1.0,0.3647,1.0,1.0,1.0,1.0,1.0,1.0,,0.05159,0.02758,0.02285,,,0.0,0.0,0.0,,,,,
A12-A-03,nlog,7103,False,True,0.0,True,3,,7144cd382252e95b,"RHOB,NPHI,PEF",1.0,0.0103,0.0127,1.0,0.0418,1.0,1.0,1.0,1.0,1.0,1.0,,0.04026,0.02823,0.02013,,,0.0,0.0,0.0,,,,,
A12-A-04,nlog,2910,False,True,0.0,True,3,,1a2f684ca0a00ce6,"RHOB,NPHI,PEF",1.0,0.0251,0.6708,1.0,0.0784,1.0,1.0,1.0,1.0,1.0,1.0,,0.01234,0.03758,0.00932,,,0.0,0.0,0.0,,,,,
A12-A-04-S1,nlog,3630,False,True,0.0,True,3,,369d397979365c99,"RHOB,NPHI,PEF",1.0,0.0532,0.0438,1.0,0.2375,1.0,1.0,1.0,1.0,1.0,1.0,,0.03637,0.03371,0.00867,,,0.0,0.0,0.0,,,,,
A12-A-05,nlog,7579,False,True,0.0,True,3,,1a121e46c3b804d8,"RHOB,NPHI,PEF",1.0,0.0087,0.0117,1.0,0.0305,1.0,1.0,1.0,1.0,1.0,1.0,,0.04246,0.03605,0.02123,,,0.0,0.0,0.0,,,,,
A12-A-06,nlog,6192,False,True,0.0,True,3,,c6492827ecb8beba,"RHOB,NPHI,PEF",1.0,0.0118,0.0145,1.0,0.0455,1.0,1.0,1.0,1.0,1.0,1.0,,0.03988,0.0213,0.02014,,,0.0,0.0,0.0,,,,,
A12-A-07,nlog,5339,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),ba37ca364c95e17f,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
A12-A-07-S1,nlog,6851,False,True,0.0,True,3,,f211a3779aec445a,"RHOB,NPHI,PEF",1.0,0.0102,0.0133,1.0,0.0506,1.0,1.0,1.0,1.0,1.0,1.0,,0.04395,0.03343,0.02875,,,0.0,0.0,0.0,,,,,
A12-A-07-S2,nlog,4054,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),7de08f9f63e181cd,"GR,NPHI",0.0676,1.0,0.0668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03915,,0.0378,,,,0.0,0.0,0.0,,,,,
A12-A-08,nlog,3787,False,True,0.0,True,4,,f8d92bff34c9f12d,"GR,RHOB,NPHI,PEF",0.0232,0.0235,0.0367,1.0,0.1386,1.0,1.0,1.0,1.0,1.0,1.0,0.01946,0.04949,0.0307,0.03096,,,0.0,0.0,0.0,,,,,
A12-A-09,nlog,4536,False,False,0.0,True,3,,7dcc01c480ffed06,"RHOB,NPHI,PEF",1.0,0.0201,0.0351,1.0,0.2401,1.0,1.0,1.0,1.0,1.0,1.0,,0.04184,0.03336,0.03046,,,0.0,0.0,0.0,,,,,
A12-A-10,nlog,2791,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),fcc16c713380840f,GR,0.6492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03677,,,,,,0.0,0.0,0.0,,,,,
A14-01,nlog,19489,False,True,0.0,True,4,,b9f95f0a599aca23,"GR,RHOB,NPHI,DTC",0.0034,0.2178,0.7142,0.2231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05241,0.04152,0.04273,,,,0.0,0.0,0.0,0.04788,,,,
A14-02,nlog,17426,False,True,0.0,True,4,,efa52d63cf22182c,"GR,RHOB,NPHI,DTC",0.0,0.3212,0.8803,0.3212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02456,0.04929,0.02541,,,,0.0,0.0,0.0,0.04828,,,,
A15-01,nlog,26247,False,True,0.0,True,7,,34001f93ccb2a949,"GR,RHOB,NPHI,DTC,CALI,RDEP,RSHA",0.2553,0.5442,0.5433,0.3164,1.0,1.0,0.5435,0.8078,1.0,0.7915,1.0,0.04425,0.03536,0.02628,,0.03389,0.03819,0.0,0.0,0.0,0.04525,,0.04559,,
A15-02,nlog,7553,False,True,0.0,True,5,,6064c32e405e98a9,"GR,RHOB,NPHI,DTC,CALI",0.3225,0.3225,0.4674,0.3225,1.0,1.0,0.3225,1.0,1.0,1.0,1.0,0.02404,0.02032,0.01367,,0.01544,,0.0,0.0,0.0,0.04319,,,,
A15-03,nlog,28124,False,False,0.0,False,1,only 1 curves >= 100 m (need 3),8903dd1924b5fe1e,GR,0.6952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014,,,,,,0.0,0.0,0.0,,,,,
A15-04,nlog,6754,False,True,0.0,True,4,,2a73a55d08067400,"GR,RHOB,NPHI,DTC",0.0305,0.3765,0.3814,0.3935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03024,0.04892,0.02609,,,,0.0,0.0,0.0,0.04956,,,,
A15-04-S1,nlog,6701,False,True,0.0,True,3,,d08429f14be25414,"GR,RHOB,NPHI",0.004,0.3943,0.3943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03806,0.04927,0.02661,,,,0.0,0.0,0.0,,,,,
A15-05,nlog,5547,False,False,0.0,False,0,only 0 curves >= 100 m (need 3),216a4da231f9c6fd,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
A16-01,nlog,17454,False,True,0.0,True,7,,822676e7541c7ef4,"GR,RHOB,NPHI,DTC,SP,CALI,RDEP",0.003,0.6464,0.6468,0.2151,1.0,0.2795,0.5932,0.294,1.0,1.0,1.0,0.03149,0.0431,0.04412,,0.03577,,0.0,0.0,0.0,0.04285,,0.03903,0.03968,
A17-01,nlog,19587,False,True,0.0,True,7,,d0676a84034ffe03,"GR,RHOB,DTC,SP,CALI,RDEP,RMED",0.0021,0.4392,1.0,0.0192,1.0,0.1567,0.1087,0.1633,0.1631,1.0,1.0,0.03904,0.03386,,,0.04783,,0.0,0.0,0.0,0.02998,,0.04424,0.03856,0.04679
A18-01,nlog,26622,False,True,0.0,True,8,,c19febd90f39d960,"GR,RHOB,NPHI,DTC,SP,CALI,RDEP,RSHA",0.0067,0.1065,0.6322,0.1109,1.0,0.1087,0.1067,0.6338,1.0,0.6329,1.0,0.04928,0.04973,0.05914,,0.06232,0.04482,0.0,0.0,0.0,0.04504,,0.04924,0.03637,
A18-02,nlog,8852,False,True,0.0,True,4,,6623d86c274a0825,"GR,RHOB,NPHI,DTC",0.0273,0.1897,0.1943,0.0627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03136,0.04182,0.02888,,,,0.0,0.0,0.0,0.0423,,,,
A18-02-S1,nlog,13150,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),bffa8e830bae1b89,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
A18-02-S2,nlog,9016,False,True,0.0,True,3,,504142a3b221db12,"GR,SP,RSHA",0.6952,1.0,1.0,1.0,1.0,0.6952,1.0,1.0,1.0,0.6952,1.0,0.03311,,,,,0.00073,0.0,0.0,0.0,,,,0.0,
A18-A-01,nlog,5506,False,False,0.0,False,0,only 0 curves >= 100 m (need 3),67432856ed19b082,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
A18-A-02,nlog,6347,False,False,0.0,True,3,,deac912e5cd9f39a,"RHOB,NPHI,PEF",1.0,0.0386,0.0406,1.0,0.0835,1.0,1.0,1.0,1.0,1.0,1.0,,0.03655,0.02135,0.0318,,,0.0,0.0,0.0,,,,,
A18-A-03,nlog,5153,False,False,0.0,False,0,only 0 curves >= 100 m (need 3),069bd83ec839f8e9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
A18-A-04,nlog,5874,False,True,0.0,True,4,,baa311c9e102309c,"GR,RHOB,NPHI,PEF",0.0109,0.0124,0.0204,1.0,0.1857,1.0,1.0,1.0,1.0,1.0,1.0,0.01377,0.04465,0.02537,0.02195,,,0.0,0.0,0.0,,,,,
A18-A-05,nlog,6582,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),5fdef132cbc79f0d,NPHI,1.0,1.0,0.0646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.03995,,,,0.0,0.0,0.0,,,,,
ADK-GT-01,nlog,11841,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),3511c4c0c59f1bcd,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
ADK-GT-01-S1,nlog,13442,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),df77740cf74c1ece,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
ADK-GT-02,nlog,14120,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),6455a44f5314260a,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
ADK-GT-03,nlog,14328,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),efea52dbadd882c9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
ADK-GT-04,nlog,14233,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),de388491e3ce1831,GR,0.1775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02366,,,,,,0.0,0.0,0.0,,,,,
AHO-E-55,nlog,4955,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),af56d112d1df3954,SP,1.0,1.0,1.0,1.0,1.0,0.041,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.03114,
AKM-01,nlog,16365,False,True,0.0,True,3,,439a4a28aeec32bd,"GR,RHOB,DTC",0.0,0.7256,1.0,0.1793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03043,0.02361,,,,,0.0,0.0,0.0,0.03551,,,,
AKM-02,nlog,16220,False,True,0.0,True,3,,02943fe35c02182f,"GR,RHOB,DTC",0.0,0.7843,1.0,0.1118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03422,0.02201,,,,,0.0,0.0,0.0,0.03172,,,,
AKM-03,nlog,15781,False,True,0.0,True,3,,dda0d0942f7a1d98,"GR,RHOB,DTC",0.0001,0.7806,1.0,0.1316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02617,0.0312,,,,,0.0,0.0,0.0,0.02715,,,,
AKM-04,nlog,15386,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),43e7aae26a2e04dc,DTC,1.0,1.0,1.0,0.0825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.03931,,,,
AKM-05,nlog,15837,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),a52b469a40dcc299,DTC,1.0,1.0,1.0,0.8939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.0381,,,,
AKM-06,nlog,15837,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),fe57042427b1a434,DTC,1.0,1.0,1.0,0.5409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.03521,,,,
AKM-07,nlog,13708,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),bdb43b6c2d5cfe82,"GR,DTC",0.1099,1.0,1.0,0.2791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01893,,,,,,0.0,0.0,0.0,0.02844,,,,
AKM-08,nlog,6202,False,True,0.0,True,4,,f4b4bd1ae029b19d,"GR,RHOB,NPHI,DTC",0.0023,0.867,0.8647,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02117,0.05576,0.02503,,,,0.0,0.0,0.0,0.01596,,,,
AKM-10-S1,nlog,8126,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),b110c3e9af703adb,DTC,1.0,1.0,1.0,0.3617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.03258,,,,
AKM-11,nlog,16456,False,True,0.0,True,4,,bf8e8af8bbb90527,"GR,RHOB,NPHI,DTC",0.0042,0.8692,0.8807,0.4418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03393,0.05623,0.05145,,,,0.0,0.0,0.0,0.03157,,,,
AKM-13,nlog,15682,False,True,0.0,True,6,,88415d3af12cb912,"RHOB,NPHI,DTC,CALI,RDEP,RSHA",1.0,0.8709,0.8709,0.6167,1.0,1.0,0.8723,0.6167,1.0,0.6167,1.0,,0.03162,0.04051,,0.01099,0.03094,0.0,0.0,0.0,0.03394,,0.0183,,
AKM-14-S1,nlog,14271,False,True,0.0,True,4,,31bae6e42f3109aa,"GR,RHOB,NPHI,DTC",0.0024,0.5447,0.5403,0.593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02023,0.03171,0.03353,,,,0.0,0.0,0.0,0.02841,,,,
AKM-15,nlog,13758,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),e35f300f332510a5,DTC,1.0,1.0,1.0,0.2373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.03898,,,,
AKM-16,nlog,16633,False,True,0.0,True,4,,8fcd8fda4b396e8a,"GR,RHOB,NPHI,DTC",0.0007,0.7798,0.7798,0.4249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02948,0.04014,0.0325,,,,0.0,0.0,0.0,0.03826,,,,
AKM-17,nlog,14408,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),37880984c2f10276,DTC,1.0,1.0,1.0,0.1562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.03743,,,,
ALD-01,nlog,6562,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),c2e6aecbee320389,SP,1.0,1.0,1.0,1.0,1.0,0.0002,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.03887,
